commune_id,name,name_fr,name_nl,name_osm
anderlecht,Allée Clara Clairbert,Allée Clara Clairbert,Clara Clairbertdreef,Allée Clara Clairbert - Clara Clairbertdreef
anderlecht,Allée de la Paix,Allée de la Paix,Vredeweg,Allée de la Paix - Vredeweg
anderlecht,Allée de la Recherche,Allée de la Recherche,Researchdreef,Allée de la Recherche - Researchdreef
anderlecht,Allée de la Villa Romaine,Allée de la Villa Romaine,Romeinse-Villadreef,Allée de la Villa Romaine - Romeinse-Villadreef
anderlecht,Allée des Coquelicots,Allée des Coquelicots,Klaprozendreef,Allée des Coquelicots - Klaprozendreef
anderlecht,Allée des Glycines,Allée des Glycines,Blauweregendreef,Allée des Glycines - Blauweregendreef
anderlecht,Allée des Iris,Allée des Iris,Irisdreef,Allée des Iris - Irisdreef
anderlecht,Allée des Jacinthes,Allée des Jacinthes,Hyacintendreef,Allée des Jacinthes - Hyacintendreef
anderlecht,Allée des Novateurs,Allée des Novateurs,Vernieuwersdreef,Allée des Novateurs - Vernieuwersdreef
anderlecht,Allée des Orpins,Allée des Orpins,Vetkruidweg,Allée des Orpins - Vetkruidweg
anderlecht,Allée des Perce-neige,Allée des Perce-neige,Sneeuwklokjesdreef,Allée des Perce-neige - Sneeuwklokjesdreef
anderlecht,Allée des Pervenches,Allée des Pervenches,Maagdenpalmdreef,Allée des Pervenches - Maagdenpalmdreef
anderlecht,Allée du Hérisson,Allée du Hérisson,Egeldreef,Allée du Hérisson - Egeldreef
anderlecht,Allée Hof ter Vleest,Allée Hof ter Vleest,Hof ter Vleestdreef,Allée Hof ter Vleest - Hof ter Vleestdreef
anderlecht,Alleé Lucette Decroly,Alleé Lucette Decroly,Lucette Decrolyweg,Alleé Lucette Decroly - Lucette Decrolyweg
anderlecht,Allée Paul Ooghe,Allée Paul Ooghe,Paul Ooghedreef,Allée Paul Ooghe - Paul Ooghedreef
anderlecht,Avenue Albert De Coster,Avenue Albert De Coster,Albert De Costerlaan,Avenue Albert De Coster - Albert De Costerlaan
anderlecht,Avenue Auber,Avenue Auber,Auberlaan,Avenue Auber - Auberlaan
anderlecht,Avenue Auguste Bourgeois,Avenue Auguste Bourgeois,Auguste Bourgeoislaan,Avenue Auguste Bourgeois - Auguste Bourgeoislaan
anderlecht,Avenue Camille Vaneukem,Avenue Camille Vaneukem,Camille Vaneukemlaan,Avenue Camille Vaneukem - Camille Vaneukemlaan
anderlecht,Avenue Capitaine Fossoul,Avenue Capitaine Fossoul,Kapitein Fossoullaan,Avenue Capitaine Fossoul - Kapitein Fossoullaan
anderlecht,Avenue Chanoine Roose,Avenue Chanoine Roose,Kanunnik Rooselaan,Avenue Chanoine Roose - Kanunnik Rooselaan
anderlecht,Avenue Charles De Tollenaere,Avenue Charles De Tollenaere,Charles De Tollenaerelaan,Avenue Charles De Tollenaere - Charles De Tollenaerelaan
anderlecht,Avenue Charles Plisnier,Avenue Charles Plisnier,Charles Plisnierlaan,Avenue Charles Plisnier - Charles Plisnierlaan
anderlecht,Avenue Claeterbosch,Avenue Claeterbosch,Klaterboslaan,Avenue Claeterbosch - Klaterboslaan
anderlecht,Avenue Clemenceau,Avenue Clemenceau,Clemenceaulaan,Avenue Clemenceau - Clemenceaulaan
anderlecht,Avenue Commandant Vander Meeren,Avenue Commandant Vander Meeren,Commandant Vander Meerenlaan,Avenue Commandant Vander Meeren - Commandant Vander Meerenlaan
anderlecht,Avenue d'Itterbeek,Avenue d'Itterbeek,Itterbeekse Laan,Avenue d'Itterbeek - Itterbeekse Laan
anderlecht,Avenue d'Itterbeek - Itterbeekse Laan / Itterbeeksebaan,,,Avenue d'Itterbeek - Itterbeekse Laan / Itterbeeksebaan
anderlecht,Avenue de l'Éternité,Avenue de l'Éternité,Eeuwigheidslaan,Avenue de l'Éternité - Eeuwigheidslaan
anderlecht,Avenue de la Brasserie,Avenue de la Brasserie,Brouwerijlaan,Avenue de la Brasserie - Brouwerijlaan
anderlecht,Avenue de la Fécondité,Avenue de la Fécondité,Vruchtbaarheidslaan,Avenue de la Fécondité - Vruchtbaarheidslaan
anderlecht,Avenue de la Libre Académie,Avenue de la Libre Académie,Vrije-Academielaan,Avenue de la Libre Académie - Vrije-Academielaan
anderlecht,Avenue de la Persévérance,Avenue de la Persévérance,Volhardingslaan,Avenue de la Persévérance - Volhardingslaan
anderlecht,Avenue de la Poésie,Avenue de la Poésie,Dichtkunstlaan,Avenue de la Poésie - Dichtkunstlaan
anderlecht,Avenue de la Salubrité,Avenue de la Salubrité,Heilzaamheidslaan,Avenue de la Salubrité - Heilzaamheidslaan
anderlecht,Avenue de la Société Nationale,Avenue de la Société Nationale,Nationale Maatschappijlaan,Avenue de la Société Nationale - Nationale Maatschappijlaan
anderlecht,Avenue de Saïo,Avenue de Saïo,Saïolaan,Avenue de Saïo - Saïolaan
anderlecht,Avenue de Scheut,Avenue de Scheut,Scheutlaan,Avenue de Scheut - Scheutlaan
anderlecht,Avenue des Cardamines,Avenue des Cardamines,Veldkerslaan,Avenue des Cardamines - Veldkerslaan
anderlecht,Avenue des Chanterelles,Avenue des Chanterelles,Hanenkammenlaan,Avenue des Chanterelles - Hanenkammenlaan
anderlecht,Avenue des Crocus,Avenue des Crocus,Krokussenlaan,Avenue des Crocus - Krokussenlaan
anderlecht,Avenue des Dauphinelles,Avenue des Dauphinelles,Ridderspoorlaan,Avenue des Dauphinelles - Ridderspoorlaan
anderlecht,Avenue des Droits de l'Homme,Avenue des Droits de l'Homme,Mensenrechtenlaan,Avenue des Droits de l'Homme - Mensenrechtenlaan
anderlecht,Avenue des Edelweiss,Avenue des Edelweiss,Edelweisslaan,Avenue des Edelweiss - Edelweisslaan
anderlecht,Avenue des Hortensias,Avenue des Hortensias,Hortensiaslaan,Avenue des Hortensias - Hortensiaslaan
anderlecht,Avenue des Immortelles,Avenue des Immortelles,Strobloemenlaan,Avenue des Immortelles - Strobloemenlaan
anderlecht,Avenue des Jonquilles,Avenue des Jonquilles,Narcissenlaan,Avenue des Jonquilles - Narcissenlaan
anderlecht,Avenue des Lilas,Avenue des Lilas,Seringenlaan,Avenue des Lilas - Seringenlaan
anderlecht,Avenue des Ménestrels,Avenue des Ménestrels,Minnezangerslaan,Avenue des Ménestrels - Minnezangerslaan
anderlecht,Avenue des Millepertuis,Avenue des Millepertuis,Sint-Janskruidlaan,Avenue des Millepertuis - Sint-Janskruidlaan
anderlecht,Avenue des Missionnaires,Avenue des Missionnaires,Missionarissenlaan,Avenue des Missionnaires - Missionarissenlaan
anderlecht,Avenue des Pimprenelles,Avenue des Pimprenelles,Pimpernellaan,Avenue des Pimprenelles - Pimpernellaan
anderlecht,Avenue des Stellaires,Avenue des Stellaires,Sterremuurlaan,Avenue des Stellaires - Sterremuurlaan
anderlecht,Avenue Docteur Lemoine,Avenue Docteur Lemoine,Dokter Lemoinelaan,Avenue Docteur Lemoine - Dokter Lemoinelaan
anderlecht,Avenue Docteur Zamenhof,Avenue Docteur Zamenhof,Dokter Zamenhoflaan,Avenue Docteur Zamenhof - Dokter Zamenhoflaan
anderlecht,Avenue du Luizenmolen,Avenue du Luizenmolen,Luizenmolenlaan,Avenue du Luizenmolen - Luizenmolenlaan
anderlecht,Avenue du Roi-Soldat,Avenue du Roi-Soldat,Koning-Soldaatlaan,Avenue du Roi-Soldat - Koning-Soldaatlaan
anderlecht,Avenue du Soldat Britannique,Avenue du Soldat Britannique,Britse-Soldaatlaan,Avenue du Soldat Britannique - Britse-Soldaatlaan
anderlecht,Avenue Émile Gryson,Avenue Émile Gryson,Emile Grysonlaan,Avenue Émile Gryson - Emile Grysonlaan
anderlecht,Avenue Eugène Baie,Avenue Eugène Baie,Eugène Baielaan,Avenue Eugène Baie - Eugène Baielaan
anderlecht,Avenue Eugène Ysaye,Avenue Eugène Ysaye,Eugène Ysayelaan,Avenue Eugène Ysaye - Eugène Ysayelaan
anderlecht,Avenue François Malherbe,Avenue François Malherbe,François Malherbelaan,Avenue François Malherbe - François Malherbelaan
anderlecht,Avenue Frans van Kalken,Avenue Frans van Kalken,Frans van Kalkenlaan,Avenue Frans van Kalken - Frans van Kalkenlaan
anderlecht,Avenue Gounod,Avenue Gounod,Gounodlaan,Avenue Gounod - Gounodlaan
anderlecht,Avenue Guillaume Melckmans,Avenue Guillaume Melckmans,Guillaume Melckmanslaan,Avenue Guillaume Melckmans - Guillaume Melckmanslaan
anderlecht,Avenue Guillaume Stassart,Avenue Guillaume Stassart,Guillaume Stassartlaan,Avenue Guillaume Stassart - Guillaume Stassartlaan
anderlecht,Avenue Jean Josée,Avenue Jean Josée,Jean Joséelaan,Avenue Jean Josée - Jean Joséelaan
anderlecht,Avenue Jean Sibélius,Avenue Jean Sibélius,Jean Sibéliuslaan,Avenue Jean Sibélius - Jean Sibéliuslaan
anderlecht,Avenue Joseph Vanhellemont,Avenue Joseph Vanhellemont,Joseph Vanhellemontlaan,Avenue Joseph Vanhellemont - Joseph Vanhellemontlaan
anderlecht,Avenue Joseph Wybran,Avenue Joseph Wybran,Joseph Wybranlaan,Avenue Joseph Wybran - Joseph Wybranlaan
anderlecht,Avenue Léon Debatty,Avenue Léon Debatty,Léon Debattylaan,Avenue Léon Debatty - Léon Debattylaan
anderlecht,Avenue Limbourg,Avenue Limbourg,Limbourglaan,Avenue Limbourg - Limbourglaan
anderlecht,Avenue Marc Henri Van Laer,Avenue Marc Henri Van Laer,Marc Henri Van Laerlaan,Avenue Marc Henri Van Laer - Marc Henri Van Laerlaan
anderlecht,Avenue Marius Renard,Avenue Marius Renard,Marius Renardlaan,Avenue Marius Renard - Marius Renardlaan
anderlecht,Avenue Michel de Ghelderode,Avenue Michel de Ghelderode,Michel de Ghelderodelaan,Avenue Michel de Ghelderode - Michel de Ghelderodelaan
anderlecht,Avenue Nellie Melba,Avenue Nellie Melba,Nellie Melbalaan,Avenue Nellie Melba - Nellie Melbalaan
anderlecht,Avenue Norbert Gille,Avenue Norbert Gille,Norbert Gillelaan,Avenue Norbert Gille - Norbert Gillelaan
anderlecht,Avenue Paul Janson,Avenue Paul Janson,Paul Jansonlaan,Avenue Paul Janson - Paul Jansonlaan
anderlecht,Avenue Pierre Beyst,Avenue Pierre Beyst,Pierre Beystlaan,Avenue Pierre Beyst - Pierre Beystlaan
anderlecht,Avenue Raymond Vander Bruggen,Avenue Raymond Vander Bruggen,Raymond Vander Bruggenlaan,Avenue Raymond Vander Bruggen - Raymond Vander Bruggenlaan
anderlecht,Avenue René Berrewaerts,Avenue René Berrewaerts,René Berrewaertslaan,Avenue René Berrewaerts - René Berrewaertslaan
anderlecht,Avenue Romain Rolland,Avenue Romain Rolland,Romain Rollandlaan,Avenue Romain Rolland - Romain Rollandlaan
anderlecht,Avenue Simone Veil,Avenue Simone Veil,Simone Veillaan,Avenue Simone Veil - Simone Veillaan
anderlecht,Avenue Tempérance,Avenue Tempérance,Matigheidslaan,Avenue Tempérance - Matigheidslaan
anderlecht,Avenue Théo Verbeeck,Avenue Théo Verbeeck,Théo Verbeecklaan,Avenue Théo Verbeeck - Théo Verbeecklaan
anderlecht,Avenue Tolstoï,Avenue Tolstoï,Tolstoïlaan,Avenue Tolstoï - Tolstoïlaan
anderlecht,Avenue Venizelos,Avenue Venizelos,Venizeloslaan,Avenue Venizelos - Venizeloslaan
anderlecht,Avenue Victor et Jules Bertaux,Avenue Victor et Jules Bertaux,Victor en Jules Bertauxlaan,Avenue Victor et Jules Bertaux - Victor en Jules Bertauxlaan
anderlecht,Avenue Victor Olivier,Avenue Victor Olivier,Victor Olivierlaan,Avenue Victor Olivier - Victor Olivierlaan
anderlecht,Avenue Waxweiler,Avenue Waxweiler,Waxweilerlaan,Avenue Waxweiler - Waxweilerlaan
anderlecht,Boulevard Aristide Briand,Boulevard Aristide Briand,Aristide Briandlaan,Boulevard Aristide Briand - Aristide Briandlaan
anderlecht,Boulevard de l'Humanité,Boulevard de l'Humanité,Humaniteitslaan,Boulevard de l'Humanité - Humaniteitslaan
anderlecht,Boulevard de la Grande Ceinture,Boulevard de la Grande Ceinture,Grote-Ringlaan,Boulevard de la Grande Ceinture - Grote-Ringlaan
anderlecht,Boulevard de la Révision,Boulevard de la Révision,Herzieningslaan,Boulevard de la Révision - Herzieningslaan
anderlecht,Boulevard Félix Paulsen,Boulevard Félix Paulsen,Félix Paulsenlaan,Boulevard Félix Paulsen - Félix Paulsenlaan
anderlecht,Boulevard Henri Simonet,Boulevard Henri Simonet,Henri Simonetlaan,Boulevard Henri Simonet - Henri Simonetlaan
anderlecht,Boulevard Industriel,Boulevard Industriel,Industrielaan,Boulevard Industriel - Industrielaan
anderlecht,Boulevard International,Boulevard International,Internationalelaan,Boulevard International - Internationalelaan
anderlecht,Boulevard Joseph Bracops,Boulevard Joseph Bracops,Joseph Bracopslaan,Boulevard Joseph Bracops - Joseph Bracopslaan
anderlecht,Boulevard Josse Leemans,Boulevard Josse Leemans,Josse Leemanslaan,Boulevard Josse Leemans - Josse Leemanslaan
anderlecht,Boulevard Jules Graindor,Boulevard Jules Graindor,Jules Graindorlaan,Boulevard Jules Graindor - Jules Graindorlaan
anderlecht,Boulevard Louis Mettewie,Boulevard Louis Mettewie,Louis Mettewielaan,Boulevard Louis Mettewie - Louis Mettewielaan
anderlecht,Boulevard Maria Groeninckx-De May,Boulevard Maria Groeninckx-De May,Maria Groeninckx-De Maylaan,Boulevard Maria Groeninckx-De May - Maria Groeninckx-De Maylaan
anderlecht,Boulevard Maurice Carême,Boulevard Maurice Carême,Maurice Carêmelaan,Boulevard Maurice Carême - Maurice Carêmelaan
anderlecht,Boulevard Maurice Herbette,Boulevard Maurice Herbette,Maurice Herbettelaan,Boulevard Maurice Herbette - Maurice Herbettelaan
anderlecht,Boulevard Paepsem,Boulevard Paepsem,Paepsemlaan,Boulevard Paepsem - Paepsemlaan
anderlecht,Boulevard Prince de Liège,Boulevard Prince de Liège,Prins van Luiklaan,Boulevard Prince de Liège - Prins van Luiklaan
anderlecht,Boulevard Shakespeare,Boulevard Shakespeare,Shakespearelaan,Boulevard Shakespeare - Shakespearelaan
anderlecht,Boulevard Sylvain Dupuis,Boulevard Sylvain Dupuis,Sylvain Dupuislaan,Boulevard Sylvain Dupuis - Sylvain Dupuislaan
anderlecht,Boulevard Théo Lambert,Boulevard Théo Lambert,Théo Lambertlaan,Boulevard Théo Lambert - Théo Lambertlaan
anderlecht,Chaussée de Mons,Chaussée de Mons,Bergense Steenweg,Chaussée de Mons - Bergense Steenweg
anderlecht,Chaussée de Ninove,Chaussée de Ninove,Ninoofse Steenweg,Chaussée de Ninove - Ninoofse Steenweg
anderlecht,Clos de l'Équerre,Clos de l'Équerre,Winkelhaakhoek,Clos de l'Équerre - Winkelhaakhoek
anderlecht,Clos de la Petite Senne,Clos de la Petite Senne,Zinnekehoek,Clos de la Petite Senne - Zinnekehoek
anderlecht,Clos des Asters,Clos des Asters,Asterhoek,Clos des Asters - Asterhoek
anderlecht,Clos des Cèpes,Clos des Cèpes,Eekhoorntjesbroodhoek,Clos des Cèpes - Eekhoorntjesbroodhoek
anderlecht,Clos des Étangs,Clos des Étangs,Vijvershoek,Clos des Étangs - Vijvershoek
anderlecht,Clos des Marguerites,Clos des Marguerites,Madeliefjeshoek,Clos des Marguerites - Madeliefjeshoek
anderlecht,Clos des Morilles,Clos des Morilles,Morieljeshoek,Clos des Morilles - Morieljeshoek
anderlecht,Clos des Pleurotes,Clos des Pleurotes,Oesterzwammenhoek,Clos des Pleurotes - Oesterzwammenhoek
anderlecht,Clos des Saponaires,Clos des Saponaires,Zeepkruidhoek,Clos des Saponaires - Zeepkruidhoek
anderlecht,Clos des Soldanelles,Clos des Soldanelles,Alpenklokjeshoek,Clos des Soldanelles - Alpenklokjeshoek
anderlecht,Clos du Bolet,Clos du Bolet,Boleethoek,Clos du Bolet - Boleethoek
anderlecht,Clos Hof te Ophem,Clos Hof te Ophem,Hof te Ophemhoek,Clos Hof te Ophem - Hof te Ophemhoek
anderlecht,Clos Marie Koré,Clos Marie Koré,Marie Koréhoek,Clos Marie Koré - Marie Koréhoek
anderlecht,Clos Mudra,Clos Mudra,Mudrahoek,Clos Mudra - Mudrahoek
anderlecht,Contournement Est,,,Contournement Est
anderlecht,Cours Saint Guidon,Cours Saint Guidon,Sint-Guidocorso,Cours Saint Guidon - Sint-Guidocorso
anderlecht,Digue du Canal,Digue du Canal,Vaartdijk,Digue du Canal - Vaartdijk
anderlecht,Drève des Agaves,Drève des Agaves,Agavendreef,Drève des Agaves - Agavendreef
anderlecht,Drève Olympique,Drève Olympique,Olympische dreef,Drève Olympique - Olympische dreef
anderlecht,Drève Soetkin,Drève Soetkin,Soetkindreef,Drève Soetkin - Soetkindreef
anderlecht,Drève Tyl Uylenspiegel,Drève Tyl Uylenspiegel,Tijl Uilenspiegeldreef,Drève Tyl Uylenspiegel - Tijl Uilenspiegeldreef
anderlecht,Livinus Walravenslaan,,,Livinus Walravenslaan
anderlecht,Parc du Peterbos,Parc du Peterbos,Peterbospark,Parc du Peterbos - Peterbospark
anderlecht,Petite rue des Loups,Petite rue des Loups,Korte Wolvenstraat,Petite rue des Loups - Korte Wolvenstraat
anderlecht,Petite rue du Cerf,Petite rue du Cerf,Korte Hertstraat,Petite rue du Cerf - Korte Hertstraat
anderlecht,Petite rue du Moulin,Petite rue du Moulin,Korte Molenstraat,Petite rue du Moulin - Korte Molenstraat
anderlecht,Place Alphonse Lemmens,Place Alphonse Lemmens,Alphonse Lemmensplein,Place Alphonse Lemmens - Alphonse Lemmensplein
anderlecht,Place Bara,Place Bara,Baraplein,Place Bara - Baraplein
anderlecht,Place Bizet,Place Bizet,Bizetplein,Place Bizet - Bizetplein
anderlecht,Place de l'Aurore,Place de l'Aurore,Dageraadsplein,Place de l'Aurore - Dageraadsplein
anderlecht,Place de la Beauté,Place de la Beauté,Schoonheidsplein,Place de la Beauté - Schoonheidsplein
anderlecht,Place de la Croix-Rouge,Place de la Croix-Rouge,Rode-Kruisplein,Place de la Croix-Rouge - Rode-Kruisplein
anderlecht,Place de la Résistance,Place de la Résistance,Verzetsplein,Place de la Résistance - Verzetsplein
anderlecht,Place de la Roue,Place de la Roue,Radplein,Place de la Roue - Radplein
anderlecht,Place de la Vaillance,Place de la Vaillance,Dapperheidsplein,Place de la Vaillance - Dapperheidsplein
anderlecht,Place De Linde,Place De Linde,De Lindeplein,Place De Linde - De Lindeplein
anderlecht,Place de Sainte-Adresse,Place de Sainte-Adresse,Sainte-Adresseplein,Place de Sainte-Adresse - Sainte-Adresseplein
anderlecht,Place des Tulipes,Place des Tulipes,Tulpenplein,Place des Tulipes - Tulpenplein
anderlecht,Place du Confort,Place du Confort,Komfortplein,Place du Confort - Komfortplein
anderlecht,Place du Conseil,Place du Conseil,Raadsplein,Place du Conseil - Raadsplein
anderlecht,Place du Droit,Place du Droit,Rechtsplein,Place du Droit - Rechtsplein
anderlecht,Place du Repos,Place du Repos,Rustplein,Place du Repos - Rustplein
anderlecht,Place Ernest S'Jonghers,Place Ernest S'Jonghers,Ernest S'Jonghersplein,Place Ernest S'Jonghers - Ernest S'Jonghersplein
anderlecht,Place Henri De Smet,Place Henri De Smet,Henri De Smetplein,Place Henri De Smet - Henri De Smetplein
anderlecht,Place Martin Luther King,Place Martin Luther King,Martin Luther Kingplein,Place Martin Luther King - Martin Luther Kingplein
anderlecht,Place Ministre Wauters,Place Ministre Wauters,Minister Wautersplein,Place Ministre Wauters - Minister Wautersplein
anderlecht,Place Séverine,Place Séverine,Séverineplein,Place Séverine - Séverineplein
anderlecht,Place Verdi,Place Verdi,Verdiplein,Place Verdi - Verdiplein
anderlecht,Plaine des Loisirs,Plaine des Loisirs,Lustplein,Plaine des Loisirs - Lustplein
anderlecht,Postweg,,,Postweg
anderlecht,Quai d'Aa,Quai d'Aa,Aakaai,Quai d'Aa - Aakaai
anderlecht,Quai de Biestebroeck,Quai de Biestebroeck,Biestebroekkaai,Quai de Biestebroeck - Biestebroekkaai
anderlecht,Quai de l'Industrie,Quai de l'Industrie,Nijverheidskaai,Quai de l'Industrie - Nijverheidskaai
anderlecht,Quai de Veeweyde,Quai de Veeweyde,Veeweidekaai,Quai de Veeweyde - Veeweidekaai
anderlecht,Quai Fernand Demets,Quai Fernand Demets,Fernand Demetskaai,Quai Fernand Demets - Fernand Demetskaai
anderlecht,Rond Point Henri Simonet,Rond Point Henri Simonet,Henri Simonetplein,Rond Point Henri Simonet - Henri Simonetplein
anderlecht,Rond-Point du Meir,Rond-Point du Meir,Meerplein,Rond-Point du Meir - Meerplein
anderlecht,Rond-Point Henri Nestlé,Rond-Point Henri Nestlé,Henri Nestléplein,Rond-Point Henri Nestlé - Henri Nestléplein
anderlecht,Rond-Point Hermès,Rond-Point Hermès,Hermesplein,Rond-Point Hermès - Hermesplein
anderlecht,Rond-Point Pierre de Tollenaere,Rond-Point Pierre de Tollenaere,Pierre de Tollenaereplein,Rond-Point Pierre de Tollenaere - Pierre de Tollenaereplein
anderlecht,Route de Lennik,Route de Lennik,Lennikse Baan,Route de Lennik - Lennikse Baan
anderlecht,Route de Lennik - Lennikse Baan / Lenniksebaan,,,Route de Lennik - Lennikse Baan / Lenniksebaan
anderlecht,Rue Abbé Cuylits,Rue Abbé Cuylits,Pastoor Cuylitsstraat,Rue Abbé Cuylits - Pastoor Cuylitsstraat
anderlecht,Rue Achille Jonas,Rue Achille Jonas,Achille Jonasstraat,Rue Achille Jonas - Achille Jonasstraat
anderlecht,Rue Adolphe Prins,Rue Adolphe Prins,Adolphe Prinsstraat,Rue Adolphe Prins - Adolphe Prinsstraat
anderlecht,Rue Adolphe Willemyns,Rue Adolphe Willemyns,Adolphe Willemynsstraat,Rue Adolphe Willemyns - Adolphe Willemynsstraat
anderlecht,Rue Alexandre Pierrard,Rue Alexandre Pierrard,Alexandre Pierrardstraat,Rue Alexandre Pierrard - Alexandre Pierrardstraat
anderlecht,Rue Alphonse Demunter,Rue Alphonse Demunter,Alphonse Demunterstraat,Rue Alphonse Demunter - Alphonse Demunterstraat
anderlecht,Rue Antoine Nys,Rue Antoine Nys,Antoine Nysstraat,Rue Antoine Nys - Antoine Nysstraat
anderlecht,Rue Arthur Dehem,Rue Arthur Dehem,Arthur Dehemstraat,Rue Arthur Dehem - Arthur Dehemstraat
anderlecht,Rue Auguste Gevaert,Rue Auguste Gevaert,Auguste Gevaertstraat,Rue Auguste Gevaert - Auguste Gevaertstraat
anderlecht,Rue Bara,Rue Bara,Barastraat,Rue Bara - Barastraat
anderlecht,Rue Beeckman de Crayloo,Rue Beeckman de Crayloo,Beeckman de Crayloostraat,Rue Beeckman de Crayloo - Beeckman de Crayloostraat
anderlecht,Rue Bissé,Rue Bissé,Bisséstraat,Rue Bissé - Bisséstraat
anderlecht,Rue Bollinckx,Rue Bollinckx,Bollinckxstraat,Rue Bollinckx - Bollinckxstraat
anderlecht,Rue Brogniez,Rue Brogniez,Brogniezstraat,Rue Brogniez - Brogniezstraat
anderlecht,Rue Broyère,Rue Broyère,Broyèrestraat,Rue Broyère - Broyèrestraat
anderlecht,Rue Brune,Rue Brune,Bruinstraat,Rue Brune - Bruinstraat
anderlecht,Rue Buffon,Rue Buffon,Buffonstraat,Rue Buffon - Buffonstraat
anderlecht,Rue Chant d'Oiseaux,Rue Chant d'Oiseaux,Vogelenzangstraat,Rue Chant d'Oiseaux - Vogelenzangstraat
anderlecht,Rue Charles Parenté,Rue Charles Parenté,Charles Parentéstraat,Rue Charles Parenté - Charles Parentéstraat
anderlecht,Rue Chomé-Wyns,Rue Chomé-Wyns,Chomé-Wynsstraat,Rue Chomé-Wyns - Chomé-Wynsstraat
anderlecht,Rue Chopin,Rue Chopin,Chopinstraat,Rue Chopin - Chopinstraat
anderlecht,Rue Claude Debussy,Rue Claude Debussy,Claude Debussystraat,Rue Claude Debussy - Claude Debussystraat
anderlecht,Rue Clément De Cléty,Rue Clément De Cléty,Clément De Clétystraat,Rue Clément De Cléty - Clément De Clétystraat
anderlecht,Rue Commandant Charcot,Rue Commandant Charcot,Commandant Charcotstraat,Rue Commandant Charcot - Commandant Charcotstraat
anderlecht,Rue Corneille,Rue Corneille,Corneillestraat,Rue Corneille - Corneillestraat
anderlecht,Rue Cyriel Buysse,Rue Cyriel Buysse,Cyriel Buyssestraat,Rue Cyriel Buysse - Cyriel Buyssestraat
anderlecht,Rue d'Aa,Rue d'Aa,Aastraat,Rue d'Aa - Aastraat
anderlecht,Rue d'Aumale,Rue d'Aumale,d'Aumalestraat,Rue d'Aumale - d'Aumalestraat
anderlecht,Rue Daniel Van Damme,Rue Daniel Van Damme,Daniel Van Dammestraat,Rue Daniel Van Damme - Daniel Van Dammestraat
anderlecht,Rue Dante,Rue Dante,Dantestraat,Rue Dante - Dantestraat
anderlecht,Rue de Béthanie,Rue de Béthanie,Bethaniëstraat,Rue de Béthanie - Bethaniëstraat
anderlecht,Rue de Biestebroeck,Rue de Biestebroeck,Biestebroekstraat,Rue de Biestebroeck - Biestebroekstraat
anderlecht,Rue de Birmingham,Rue de Birmingham,Birminghamstraat,Rue de Birmingham - Birminghamstraat
anderlecht,Rue de Dilbeek,Rue de Dilbeek,Dilbeekse Straat,Rue de Dilbeek - Dilbeekse Straat
anderlecht,Rue de Douvres,Rue de Douvres,Doverstraat,Rue de Douvres - Doverstraat
anderlecht,Rue de Fiennes,Rue de Fiennes,de Fiennesstraat,Rue de Fiennes - de Fiennesstraat
anderlecht,Rue de Formanoir,Rue de Formanoir,de Formanoirstraat,Rue de Formanoir - de Formanoirstraat
anderlecht,Rue de France,Rue de France,Frankrijkstraat,Rue de France - Frankrijkstraat
anderlecht,Rue de Glasgow,Rue de Glasgow,Glasgowstraat,Rue de Glasgow - Glasgowstraat
anderlecht,Rue de Gosselies,Rue de Gosselies,Gosseliesstraat,Rue de Gosselies - Gosseliesstraat
anderlecht,Rue de Koeivijver,Rue de Koeivijver,Koevijverstraat,Rue de Koeivijver - Koevijverstraat
anderlecht,Rue de l'Agrafe,Rue de l'Agrafe,Gespstraat,Rue de l'Agrafe - Gespstraat
anderlecht,Rue de l'Agrément,Rue de l'Agrément,Vermaakstraat,Rue de l'Agrément - Vermaakstraat
anderlecht,Rue de l'Agronome,Rue de l'Agronome,Agronoomstraat,Rue de l'Agronome - Agronoomstraat
anderlecht,Rue de l'Aiguille,Rue de l'Aiguille,Naaldstraat,Rue de l'Aiguille - Naaldstraat
anderlecht,Rue de l'Ancienne Gare,Rue de l'Ancienne Gare,Oudstationsstraat,Rue de l'Ancienne Gare - Oudstationsstraat
anderlecht,Rue de l'Architecture,Rue de l'Architecture,Bouwkunststraat,Rue de l'Architecture - Bouwkunststraat
anderlecht,Rue de l'Autonomie,Rue de l'Autonomie,Zelfbestuursstraat,Rue de l'Autonomie - Zelfbestuursstraat
anderlecht,Rue de l'École Moderne,Rue de l'École Moderne,Moderne-Schoolstraat,Rue de l'École Moderne - Moderne-Schoolstraat
anderlecht,Rue de l'Électricité,Rue de l'Électricité,Elektriciteitsstraat,Rue de l'Électricité - Elektriciteitsstraat
anderlecht,Rue de l'Émancipation,Rue de l'Émancipation,Ontvoogdingsstraat,Rue de l'Émancipation - Ontvoogdingsstraat
anderlecht,Rue de l'Émulation,Rue de l'Émulation,Wedijverstraat,Rue de l'Émulation - Wedijverstraat
anderlecht,Rue de l'Énergie,Rue de l'Énergie,Wilskrachtstraat,Rue de l'Énergie - Wilskrachtstraat
anderlecht,Rue de l'Enthousiasme,Rue de l'Enthousiasme,Geestdriftstraat,Rue de l'Enthousiasme - Geestdriftstraat
anderlecht,Rue de l'Expansion,Rue de l'Expansion,Uitbreidingsstraat,Rue de l'Expansion - Uitbreidingsstraat
